Часть;Год;Команда;Соперник;Минуты;Схема;Забито;Пропущено;Удары;Удары в створ;Передачи;Точные передачи;Навесы;Точные навесы;Владение;xG;PPDA;Победитель;Проигравший
1;2015;Краснодар;Уфа;97;4-3-3 (80.51%);1;1;11;5;620;544;18;8;65.09;0.94;3.63;Ничья;Ничья
1;2015;Краснодар;Ахмат;95;4-2-3-1 (73.86%);1;1;13;4;409;345;17;6;55.72;0.86;12.26;Ничья;Ничья
1;2015;Краснодар;Урал;94;4-3-3 (100.0%);1;3;10;4;446;375;9;2;51.56;1.02;9.89;Урал;Краснодар
1;2015;Краснодар;Динамо;94;4-3-3 (100.0%);4;0;9;6;437;380;10;3;51.6;1.42;8.97;Краснодар;Динамо
1;2015;Краснодар;Локомотив;128;4-3-3 (100.0%);1;2;9;3;461;367;15;3;48.66;0.56;7.31;Локомотив;Краснодар
1;2015;Краснодар;Мордовия;94;4-2-3-1 (100.0%);0;0;29;4;549;463;30;11;65.07;2.18;4.76;Ничья;Ничья
1;2015;Краснодар;Зенит;94;4-1-4-1 (100.0%);2;0;11;4;299;231;5;3;33.08;1.25;11.91;Краснодар;Зенит
1;2015;Краснодар;Кубань;95;4-3-3 (100.0%);1;1;7;2;479;408;16;1;58.28;0.51;6.97;Ничья;Ничья
1;2015;Краснодар;Ростов;95;4-3-3 (69.15%);0;0;16;6;604;520;13;2;62.91;1.2;5.3;Ничья;Ничья
1;2015;Краснодар;Спартак;98;4-3-3 (48.8%);0;1;16;4;420;341;18;6;59.92;0.61;7.33;Спартак;Краснодар
1;2015;Краснодар;Амкар;94;4-1-4-1 (76.7%);1;0;17;6;654;580;17;5;68.57;1.48;4.74;Краснодар;Амкар
1;2018;КС;Ростов;94;4-2-3-1 (46.97%);1;0;9;3;218;166;3;3;37.79;1.33;9.04;КС;Ростов
1;2018;КС;Спартак;96;4-4-2 (100.0%);1;3;14;3;393;304;19;4;49.51;0.58;11.29;Спартак;КС
1;2018;КС;Ахмат;94;4-4-2 (100.0%);1;2;23;4;437;368;21;10;47.61;1.07;8.79;Ахмат;КС
1;2018;КС;Уфа;95;4-4-2 (100.0%);2;1;11;4;412;338;18;4;41.78;1.08;17.37;КС;Уфа
1;2018;КС;Зенит;96;4-4-2 (74.24%);0;1;18;2;492;430;19;3;58.49;1.89;6.02;Зенит;КС
1;2018;КС;Урал;94;5-4-1 (58.65%);1;1;8;4;360;293;10;1;46.11;1.01;8.37;Ничья;Ничья
1;2018;КС;Динамо;95;3-4-3 (74.19%);1;0;10;1;295;242;14;7;42.63;0.8;11.42;КС;Динамо
1;2018;КС;Рубин;94;3-5-2 (76.3%);1;2;3;1;517;436;4;2;47.02;0.92;12.89;Рубин;КС
1;2018;КС;Краснодар;91;5-3-2 (83.36%);0;3;12;7;292;236;8;2;30.51;0.79;23.29;Краснодар;КС
1;2018;КС;Арсенал;93;4-4-2 (100.0%);0;4;10;1;319;253;13;3;47.46;0.63;9.23;Арсенал;КС
1;2018;КС;Анжи;93;4-4-2 (100.0%);1;0;23;2;491;425;18;7;57.71;0.92;7.51;КС;Анжи
1;2018;КС;Енисей;96;5-4-1 (35.48%);0;1;11;0;396;330;12;5;45.63;0.54;11.57;Енисей;КС
1;2018;КС;Локомотив;94;3-4-2-1 (86.31%);0;1;16;4;458;390;18;8;51.42;1.2;9.07;Локомотив;КС
1;2018;КС;Ростов;97;3-4-2-1 (44.31%);1;0;6;3;319;253;4;1;33.68;0.18;13.8;КС;Ростов
1;2018;КС;Оренбург;95;3-4-2-1 (52.37%);0;3;27;8;586;518;25;9;68.64;3;7.08;Оренбург;КС
1;2018;КС;ЦСКА;95;3-4-3 (100.0%);0;0;10;2;437;370;11;4;47.5;0.52;8.08;Ничья;Ничья
2;2017;КС;Ахмат;93;4-2-3-1 (100.0%);1;3;14;5;472;398;15;3;48.93;2.21;10.72;Ахмат;КС
2;2017;КС;Томь;92;4-2-3-1 (100.0%);2;0;19;8;330;257;12;5;41.93;2.75;7.51;КС;Томь
2;2017;КС;Зенит;95;4-4-1-1 (100.0%);1;3;21;8;435;369;18;5;54.78;1.79;9.23;Зенит;КС
2;2017;КС;Урал;93;4-2-3-1 (84.03%);3;1;14;5;419;350;8;2;49.9;1.7;8.56;КС;Урал
2;2017;КС;Оренбург;93;4-2-3-1 (100.0%);1;1;17;4;439;362;24;7;57.12;1.73;7.2;Ничья;Ничья
2;2017;КС;Арсенал;93;4-2-3-1 (76.06%);0;2;12;4;406;321;18;6;59.89;1.25;7.04;Арсенал;КС
2;2017;КС;Рубин;98;4-2-3-1 (100.0%);0;0;27;8;384;297;17;9;58.3;1.64;4.79;Ничья;Ничья
2;2017;КС;Анжи;94;4-2-3-1 (96.03%);3;1;9;5;294;208;11;1;42.8;0.45;7.23;КС;Анжи
2;2017;КС;Амкар;95;4-2-3-1 (88.05%);2;2;10;5;455;364;22;6;60.65;1.24;4.6;Ничья;Ничья
2;2017;КС;ЦСКА;93;5-3-2 (49.64%);1;2;14;5;441;375;18;6;49.72;1.65;13.67;ЦСКА;КС
2;2017;КС;Ростов;94;3-5-1-1 (48.83%);0;0;7;2;431;342;8;1;54.44;0.62;12.67;Ничья;Ничья
2;2017;КС;Уфа;94;3-5-1-1 (82.26%);0;1;16;5;524;447;11;6;60.89;1.1;8.82;Уфа;КС
2;2017;КС;Локомотив;92;4-4-1-1 (100.0%);0;3;9;1;438;344;15;5;42.76;0.6;14.43;Локомотив;КС
1;2016;КС;Краснодар;95;4-4-2 (87.36%);1;1;12;4;313;243;7;3;38.74;0.6;12.77;Ничья;Ничья
1;2016;КС;Спартак;94;4-4-2 (100.0%);4;0;10;5;317;231;10;3;37.65;2.14;10.44;КС;Спартак
1;2016;КС;Томь;92;4-4-2 (100.0%);3;0;23;8;338;250;19;7;66.54;1.81;5.23;КС;Томь
1;2016;КС;Зенит;94;4-4-1-1 (100.0%);1;3;23;6;353;296;20;8;57.03;2.38;13.94;Зенит;КС
1;2016;КС;Урал;96;4-4-2 (100.0%);2;2;18;10;437;379;20;9;51.74;2.31;5.84;Ничья;Ничья
1;2016;КС;Оренбург;95;5-3-2 (89.74%);0;1;5;2;343;271;19;7;39.4;0.33;9.39;Оренбург;КС
1;2016;КС;Арсенал;95;5-3-2 (46.22%);1;1;18;6;402;326;22;15;47.31;1.99;15.39;Ничья;Ничья
1;2016;КС;Рубин;93;3-4-1-2 (62.09%);0;3;17;8;349;278;19;11;51.76;1.26;8.08;Рубин;КС
1;2016;КС;Анжи;94;3-4-3 (84.57%);2;1;15;5;370;298;17;4;48.17;0.55;10.27;КС;Анжи
1;2016;КС;Амкар;92;5-4-1 (100.0%);0;0;9;2;413;329;16;5;49;0.66;13.38;Ничья;Ничья
1;2016;КС;ЦСКА;94;5-3-2 (88.35%);1;2;10;3;407;332;14;3;46.79;0.81;11.54;ЦСКА;КС
1;2016;КС;Ростов;95;3-4-3 (90.59%);1;2;14;3;423;364;21;10;58.76;0.69;8.62;Ростов;КС
1;2016;КС;Уфа;94;5-3-2 (89.79%);0;1;10;3;460;377;18;6;62.34;0.46;5.34;Уфа;КС
1;2016;КС;Локомотив;96;5-3-2 (100.0%);0;0;10;3;305;244;8;4;37.49;1.12;21.75;Ничья;Ничья
1;2016;КС;Краснодар;96;5-3-2 (100.0%);1;1;10;7;286;231;14;8;34.28;0.77;15.36;Ничья;Ничья
1;2016;КС;Спартак;93;5-4-1 (91.78%);0;1;9;3;306;224;13;5;43.19;0.4;11.03;Спартак;КС
1;2016;КС;Ахмат;95;5-4-1 (83.19%);0;1;9;2;302;247;9;5;34.79;0.66;12.63;Ахмат;КС
2;2016;КС;Анжи;89;5-3-2 (42.95%);0;0;3;0;256;185;4;0;42.39;0.22;8.15;Ничья;Ничья
2;2016;КС;Рубин;93;5-4-1 (100.0%);1;1;12;4;314;245;16;4;42.2;1.52;7.21;Ничья;Ничья
2;2016;КС;Краснодар;92;5-4-1 (100.0%);0;3;7;3;273;205;13;3;32.73;0.47;22.19;Краснодар;КС
2;2016;КС;Уфа;93;3-4-3 (81.5%);1;0;9;4;398;325;20;6;53.09;0.74;8.3;КС;Уфа
2;2016;КС;Ахмат;94;5-4-1 (93.28%);1;0;10;2;294;230;17;6;35.3;1.28;11.39;КС;Ахмат
2;2016;КС;Урал;93;5-4-1 (80.96%);1;1;15;5;433;339;37;16;49.64;1.49;9.64;Ничья;Ничья
2;2016;КС;Динамо;97;5-4-1 (100.0%);1;0;7;2;412;336;20;7;45.74;0.66;7.68;КС;Динамо
2;2016;КС;Локомотив;93;3-4-1-2 (100.0%);0;0;4;0;416;318;17;1;43.09;0.06;10.34;Ничья;Ничья
2;2016;КС;Мордовия;94;5-4-1 (66.74%);2;1;9;4;317;237;11;4;39.16;2.26;8.68;КС;Мордовия
2;2016;КС;Зенит;94;5-4-1 (27.59%);0;2;13;5;414;327;16;6;48.88;0.82;7.97;Зенит;КС
2;2016;КС;Кубань;96;5-4-1 (76.77%);0;2;21;5;404;317;23;9;57.21;1.94;5;Кубань;КС
2;2016;КС;Ростов;96;5-4-1 (49.46%);0;1;12;6;467;372;25;7;54.94;1.18;10.13;Ростов;КС
1;2015;КС;Спартак;96;5-4-1 (91.2%);0;1;15;3;457;366;19;3;50.22;0.83;9.9;Спартак;КС
1;2015;КС;Амкар;92;5-4-1 (100.0%);0;0;7;2;358;271;25;6;54.8;0.42;5.61;Ничья;Ничья
1;2015;КС;ЦСКА;95;5-4-1 (92.47%);2;0;10;5;353;272;4;1;36.91;1.41;11.85;КС;ЦСКА
1;2015;КС;Рубин;92;5-4-1 (87.48%);0;2;11;3;366;293;19;6;45.84;0.83;8.86;Рубин;КС
1;2015;КС;Краснодар;90;5-3-2 (76.18%);0;4;7;2;291;184;16;3;35.41;0.27;7.93;Краснодар;КС
1;2015;КС;Уфа;94;5-4-1 (71.53%);0;1;13;5;415;333;16;4;54.65;2.04;6.93;Уфа;КС
1;2015;КС;Ахмат;97;5-3-2 (90.48%);0;2;11;4;331;265;18;5;44.46;0.59;10.15;Ахмат;КС
1;2015;КС;Урал;93;5-3-2 (100.0%);1;1;9;3;401;333;11;4;43.36;1.4;16.05;Ничья;Ничья
1;2015;КС;Динамо;94;5-3-2 (87.86%);0;0;10;2;300;226;12;5;36.72;0.65;16.82;Ничья;Ничья
1;2015;КС;Локомотив;130;5-3-2 (100.0%);0;2;10;1;315;256;15;3;40.77;0.53;14.5;Локомотив;КС
1;2015;КС;Спартак;93;5-3-2 (100.0%);0;2;12;4;311;239;18;6;38.94;0.6;10.34;Спартак;КС
2;2016;Кубань;Урал;94;4-4-2 (71.11%);0;2;10;4;267;217;12;3;36.81;0.99;9.88;Урал;Кубань
2;2016;Кубань;Динамо;97;4-4-2 (100.0%);1;0;13;3;239;184;10;4;36.66;0.32;9.87;Кубань;Динамо
2;2016;Кубань;Локомотив;95;4-4-2 (100.0%);1;0;6;1;216;156;7;2;26.81;1.1;29.29;Кубань;Локомотив
2;2016;Кубань;Мордовия;94;4-2-3-1 (100.0%);1;2;12;3;439;368;14;1;54.21;0.79;5.47;Мордовия;Кубань
2;2016;Кубань;Зенит;92;4-4-2 (100.0%);1;4;5;3;215;160;9;3;27.21;0.39;19.62;Зенит;Кубань
2;2016;Кубань;Ростов;94;4-2-3-1 (100.0%);0;1;8;2;248;175;16;7;39.53;0.39;8;Ростов;Кубань
2;2016;Кубань;Спартак;94;4-4-1-1 (100.0%);2;2;13;7;215;152;14;5;36.81;2.57;6.48;Ничья;Ничья
2;2016;Кубань;Амкар;93;4-2-3-1 (100.0%);1;1;14;6;310;229;21;6;57.88;1.86;4.55;Ничья;Ничья
2;2016;Кубань;ЦСКА;93;4-2-3-1 (100.0%);0;2;1;0;288;194;3;1;33.61;0;8.49;ЦСКА;Кубань
2;2016;Кубань;КС;96;4-2-3-1 (100.0%);2;0;13;5;295;228;15;5;42.79;1.68;5.91;Кубань;КС
2;2016;Кубань;Рубин;94;4-4-1-1 (93.43%);0;1;8;2;280;205;13;3;39.83;0.57;6.44;Рубин;Кубань
1;2015;Кубань;Краснодар;95;4-2-3-1 (100.0%);2;3;9;2;279;201;12;5;42.23;0.84;4.57;Краснодар;Кубань
1;2015;Кубань;Уфа;93;4-2-3-1 (100.0%);2;2;9;3;298;223;9;2;43.63;1.59;6.92;Ничья;Ничья
1;2015;Кубань;Ахмат;94;4-2-3-1 (100.0%);2;2;9;2;325;255;7;1;48.33;0.89;8.94;Ничья;Ничья
1;2015;Кубань;Динамо;95;4-2-3-1 (100.0%);1;2;6;1;348;254;8;4;42.77;0.45;8.13;Динамо;Кубань
1;2015;Кубань;Локомотив;93;4-2-3-1 (100.0%);6;2;10;6;247;192;3;2;39.57;1.29;8.6;Кубань;Локомотив
1;2015;Кубань;Мордовия;95;4-2-3-1 (72.43%);1;1;14;2;321;233;11;3;43.48;0.68;6.92;Ничья;Ничья
1;2015;Кубань;Зенит;95;4-2-3-1 (12.4%);2;2;13;4;297;233;9;3;37.26;0.79;7;Ничья;Ничья
1;2015;Кубань;Анжи;94;4-2-3-1 (100.0%);1;1;16;8;375;302;21;8;53.49;2.51;5.35;Ничья;Ничья
1;2015;Кубань;Ростов;95;4-2-3-1 (100.0%);1;2;12;5;328;224;11;4;48.06;1.16;3.9;Ростов;Кубань
1;2015;Кубань;Спартак;95;4-2-3-1 (100.0%);3;0;19;10;289;208;11;2;42.28;2.61;6.7;Кубань;Спартак
1;2015;Кубань;Амкар;95;4-2-3-1 (100.0%);1;1;7;1;341;262;8;4;41.81;0.46;5.87;Ничья;Ничья
1;2015;Кубань;ЦСКА;93;4-2-3-1 (100.0%);0;1;10;4;264;206;14;4;39.7;1.32;13.08;ЦСКА;Кубань
1;2015;Кубань;Рубин;95;4-2-3-1 (100.0%);0;1;15;5;461;388;19;7;60.03;1.51;7.58;Рубин;Кубань
1;2015;Кубань;Краснодар;95;4-2-3-1 (100.0%);1;1;14;3;346;278;16;5;41.72;0.61;9.56;Ничья;Ничья
1;2015;Кубань;Уфа;96;4-2-3-1 (100.0%);1;1;12;2;440;353;19;5;60.53;0.64;7.13;Ничья;Ничья
1;2015;Кубань;Ахмат;97;4-2-3-1 (96.09%);1;1;4;2;202;161;8;4;29.62;0.4;9.5;Ничья;Ничья
1;2015;Кубань;Урал;94;4-2-3-1 (100.0%);0;2;13;4;394;316;30;11;53.79;0.91;6.4;Урал;Кубань
1;2018;Локомотив;Оренбург;94;4-2-3-1 (100.0%);2;1;12;6;603;500;28;8;70.1;2.9;4;Локомотив;Оренбург
1;2018;Локомотив;Спартак;99;4-1-4-1 (48.44%);1;2;18;5;444;360;24;9;49.4;2.32;7.59;Спартак;Локомотив
1;2018;Локомотив;Урал;92;4-2-3-1 (100.0%);1;2;15;7;543;451;29;13;61.81;1.79;4.93;Урал;Локомотив
1;2018;Локомотив;Рубин;94;4-2-3-1 (86.44%);0;0;4;0;492;409;10;3;55.21;0.04;8.28;Ничья;Ничья
1;2018;Локомотив;Арсенал;94;4-2-3-1 (100.0%);3;1;16;6;506;426;9;2;56.43;1.27;7;Локомотив;Арсенал
1;2018;Локомотив;Енисей;93;4-2-3-1 (100.0%);3;0;8;5;352;272;8;4;40.89;0.55;12.48;Локомотив;Енисей
1;2018;Локомотив;Ростов;94;4-5-1 (48.78%);2;1;17;3;499;415;9;2;59.3;1.65;7.12;Локомотив;Ростов
1;2018;Локомотив;ЦСКА;94;4-4-1-1 (68.98%);1;0;14;5;320;255;8;5;38.04;1.13;9.3;Локомотив;ЦСКА
1;2018;Локомотив;Ахмат;94;4-2-3-1 (100.0%);2;0;18;8;497;420;15;6;55.95;1.36;6.38;Локомотив;Ахмат
1;2018;Локомотив;Зенит;94;5-4-1 (75.08%);3;5;15;9;305;242;6;2;40.83;0.84;11.41;Зенит;Локомотив
1;2018;Локомотив;Динамо;93;4-1-4-1 (70.78%);1;1;17;5;461;396;17;8;54.57;2.07;6.1;Ничья;Ничья
1;2018;Локомотив;Краснодар;98;4-4-1-1 (79.55%);1;2;7;3;304;233;5;2;39.8;1.2;28.27;Краснодар;Локомотив
1;2018;Локомотив;Анжи;95;4-2-3-1 (85.97%);2;1;12;7;443;374;12;4;54.95;1.13;6.59;Локомотив;Анжи
1;2018;Локомотив;КС;94;4-2-3-1 (82.31%);1;0;11;3;439;365;19;5;48.58;1.71;10.71;Локомотив;КС
1;2018;Локомотив;Оренбург;96;4-2-3-1 (100.0%);0;1;18;5;584;497;22;3;63.82;0.97;9.59;Оренбург;Локомотив
1;2018;Локомотив;Спартак;95;4-2-3-1 (100.0%);0;0;8;3;380;327;6;3;45.18;0.42;10.95;Ничья;Ничья
1;2018;Локомотив;Уфа;94;4-2-3-1 (100.0%);0;0;13;3;475;385;18;6;50.29;1.09;14.91;Ничья;Ничья
2;2018;Локомотив;Арсенал;94;3-4-1-2 (48.85%);0;2;5;1;391;322;11;5;54.99;0.39;11.52;Арсенал;Локомотив
2;2018;Локомотив;Зенит;94;4-4-2 (84.65%);1;0;6;4;308;243;18;8;47.29;0.54;9.7;Локомотив;Зенит
2;2018;Локомотив;Краснодар;94;4-4-2 (100.0%);0;2;17;4;413;329;11;4;47.71;1.48;15.57;Краснодар;Локомотив
2;2018;Локомотив;Уфа;96;4-2-3-1 (100.0%);0;0;11;5;545;456;19;3;61.11;0.88;7.69;Ничья;Ничья
2;2018;Локомотив;Ахмат;96;4-2-3-1 (69.85%);0;0;7;5;420;344;15;5;54.26;0.88;3.76;Ничья;Ничья
2;2018;Локомотив;Динамо;93;4-2-3-1 (100.0%);4;0;11;6;301;247;2;0;43.72;1.68;8.94;Локомотив;Динамо
2;2018;Локомотив;Ростов;94;4-2-3-1 (100.0%);1;0;12;3;483;394;13;5;58.79;0.73;5.82;Локомотив;Ростов
2;2018;Локомотив;Амкар;93;4-2-3-1 (67.74%);1;2;16;4;525;457;16;6;63.59;1.81;8.67;Амкар;Локомотив
2;2018;Локомотив;Урал;93;4-2-3-1 (89.63%);2;0;12;8;353;262;12;5;45.18;2.34;10.19;Локомотив;Урал
2;2018;Локомотив;Спартак;94;4-4-1-1 (100.0%);0;0;11;4;395;306;8;4;48.74;1.06;9.56;Ничья;Ничья
1;2017;Локомотив;Тосно;94;4-2-3-1 (70.21%);3;1;10;6;426;347;11;3;54.72;1.27;6.88;Локомотив;Тосно
1;2017;Локомотив;Рубин;97;4-2-3-1 (100.0%);1;0;6;2;425;341;10;3;50.96;0.84;8.29;Локомотив;Рубин
1;2017;Локомотив;СКА;94;4-2-3-1 (100.0%);2;1;16;5;773;682;30;10;70.41;2.35;5.54;Локомотив;СКА
1;2017;Локомотив;Анжи;96;4-4-2 (100.0%);1;0;9;1;443;357;10;1;47.78;0.86;6.2;Локомотив;Анжи
1;2017;Локомотив;ЦСКА;93;5-3-2 (48.31%);2;2;12;3;391;322;9;3;46.57;2.34;14.83;Ничья;Ничья
1;2017;Локомотив;Зенит;95;4-4-2 (100.0%);3;0;10;5;320;258;6;3;37.43;1.07;22.06;Локомотив;Зенит
1;2017;Локомотив;Краснодар;95;4-2-3-1 (81.45%);2;0;12;4;371;292;12;4;39.15;1.24;12.57;Локомотив;Краснодар
1;2017;Локомотив;Уфа;94;4-2-3-1 (100.0%);0;1;6;2;408;323;14;4;58.21;0.4;7.5;Уфа;Локомотив
1;2017;Локомотив;Динамо;92;4-2-3-1 (100.0%);3;0;17;9;645;559;24;9;57.76;1.8;8.9;Локомотив;Динамо
1;2017;Локомотив;Ростов;95;3-4-3 (48.51%);1;0;5;4;432;355;13;2;51.47;0.79;10.55;Локомотив;Ростов
1;2017;Локомотив;Амкар;96;3-5-2 (100.0%);0;1;9;5;601;523;26;10;70.68;0.66;2.8;Амкар;Локомотив
1;2017;Локомотив;Ахмат;97;3-4-2-1 (100.0%);1;1;7;1;518;463;6;3;57.77;0.77;6.53;Ничья;Ничья
1;2017;Локомотив;Урал;93;3-5-2 (100.0%);2;1;14;7;435;352;15;6;40.95;2.13;9.36;Локомотив;Урал
1;2017;Локомотив;Спартак;95;5-4-1 (49.3%);4;3;13;7;426;365;20;6;48.11;1.37;6.91;Локомотив;Спартак
1;2017;Локомотив;Тосно;97;4-2-3-1 (47.4%);0;2;11;3;517;437;20;6;64.28;0.56;5.83;Тосно;Локомотив
1;2017;Локомотив;Рубин;96;3-4-3 (72.63%);1;1;14;4;489;413;13;3;49.28;0.56;14;Ничья;Ничья
1;2017;Локомотив;СКА;94;3-4-2-1 (40.87%);1;0;26;6;511;441;17;5;64.12;2.49;7.38;Локомотив;СКА
1;2017;Локомотив;Анжи;94;3-4-2-1 (74.51%);1;0;19;5;564;496;14;5;58.2;2.09;6.15;Локомотив;Анжи
1;2017;Локомотив;ЦСКА;97;5-3-2 (100.0%);3;1;11;5;405;326;6;1;40.11;2.5;15.73;Локомотив;ЦСКА
1;2017;Локомотив;Арсенал;93;3-5-1-1 (100.0%);1;0;9;4;390;322;13;4;41.99;1.27;11.21;Локомотив;Арсенал
2;2017;Локомотив;Зенит;93;4-2-3-1 (100.0%);0;2;12;2;380;307;11;1;46.09;0.56;10.79;Зенит;Локомотив
2;2017;Локомотив;Урал;96;4-2-3-1 (64.33%);2;1;11;5;345;278;10;5;40.76;1.69;11.04;Локомотив;Урал
2;2017;Локомотив;Оренбург;92;4-2-3-1 (100.0%);4;0;22;8;489;421;21;8;60.1;1.9;5.83;Локомотив;Оренбург
2;2017;Локомотив;Анжи;93;4-2-3-1 (100.0%);0;0;10;2;450;362;17;5;57.24;0.92;10.24;Ничья;Ничья
2;2017;Локомотив;Рубин;94;3-5-2 (48.44%);0;1;15;4;395;305;23;8;56.54;1.42;7.8;Рубин;Локомотив
2;2017;Локомотив;ЦСКА;91;4-2-3-1 (100.0%);0;4;9;5;437;366;5;2;52.04;0.44;8.61;ЦСКА;Локомотив
2;2017;Локомотив;Амкар;95;4-4-1-1 (86.53%);3;3;19;7;424;344;17;6;55.71;2.45;6.11;Ничья;Ничья
2;2017;Локомотив;Арсенал;92;4-2-3-1 (100.0%);3;0;16;8;808;739;17;5;66.15;2.46;3.79;Локомотив;Арсенал
2;2017;Локомотив;Ростов;95;3-5-2 (100.0%);0;0;3;1;389;317;8;3;48.81;0.06;12.04;Ничья;Ничья
2;2017;Локомотив;Уфа;95;3-5-2 (100.0%);1;0;12;5;434;349;16;6;49.07;0.85;16;Локомотив;Уфа
2;2017;Локомотив;Спартак;96;3-5-1-1 (100.0%);1;1;7;1;274;204;10;4;36.94;0.6;10.47;Ничья;Ничья
2;2017;Локомотив;Краснодар;94;3-5-2 (76.76%);1;2;15;2;398;317;12;3;46.52;1.5;9.74;Краснодар;Локомотив
2;2017;Локомотив;КС;92;3-4-1-2 (100.0%);3;0;20;7;579;501;11;4;57.24;2.32;7.69;Локомотив;КС
1;2016;Локомотив;Ахмат;93;4-2-3-1 (100.0%);2;0;7;3;431;354;7;2;53.79;0.39;5.7;Локомотив;Ахмат
1;2016;Локомотив;Томь;94;4-1-4-1 (100.0%);6;1;20;12;508;428;24;9;64.07;3.18;3.94;Локомотив;Томь
1;2016;Локомотив;Урал;97;4-1-4-1 (78.37%);1;1;16;3;579;497;34;13;67.19;1.07;5.05;Ничья;Ничья
1;2016;Локомотив;Оренбург;92;4-2-3-1 (100.0%);1;1;9;1;526;452;13;4;58.3;0.45;5.65;Ничья;Ничья
1;2016;Локомотив;Анжи;92;4-2-3-1 (100.0%);4;0;12;6;513;451;9;4;50.36;2.43;14.08;Локомотив;Анжи
1;2016;Локомотив;Рубин;94;4-2-3-1 (87.15%);0;2;14;5;411;322;16;3;38.78;0.78;10.21;Рубин;Локомотив
1;2016;Локомотив;ЦСКА;93;4-2-3-1 (100.0%);1;0;11;2;303;230;8;0;43.47;0.58;13.64;Локомотив;ЦСКА
1;2016;Локомотив;Амкар;94;4-2-3-1 (100.0%);0;0;6;3;445;351;12;4;53.94;0.51;9.47;Ничья;Ничья
1;2016;Локомотив;Арсенал;95;4-3-3 (100.0%);1;1;18;3;535;475;33;10;71.11;1.96;4.59;Ничья;Ничья
1;2016;Локомотив;Ростов;95;4-2-3-1 (100.0%);0;1;6;2;377;301;10;4;56.88;0.25;7.72;Ростов;Локомотив
1;2016;Локомотив;Уфа;93;4-3-3 (100.0%);0;1;15;4;582;503;37;18;62.08;2.07;4.74;Уфа;Локомотив
1;2016;Локомотив;Спартак;94;4-2-3-1 (100.0%);0;1;9;2;335;265;21;6;60.44;1.16;6.71;Спартак;Локомотив
1;2016;Локомотив;Краснодар;94;4-4-1-1 (100.0%);2;1;10;6;257;195;11;2;44.69;1.92;5.76;Локомотив;Краснодар
1;2016;Локомотив;КС;96;4-2-3-1 (100.0%);0;0;20;8;631;560;26;9;62.51;1.87;9.04;Ничья;Ничья
1;2016;Локомотив;Ахмат;94;4-2-3-1 (86.3%);1;1;6;2;495;422;18;6;60.72;0.95;16.35;Ничья;Ничья
1;2016;Локомотив;Томь;96;4-1-4-1 (100.0%);2;2;13;5;468;426;14;6;60.43;2.13;5.87;Ничья;Ничья
1;2016;Локомотив;Зенит;93;4-2-3-1 (100.0%);0;0;3;0;267;223;8;3;32.97;0.06;11.81;Ничья;Ничья
2;2016;Локомотив;Мордовия;94;4-3-3 (77.9%);3;0;27;12;434;394;13;6;55.9;2.38;12.21;Локомотив;Мордовия
2;2016;Локомотив;Зенит;101;4-2-3-1 (98.58%);1;1;13;3;359;294;10;2;45.86;1.34;9.09;Ничья;Ничья
2;2016;Локомотив;Кубань;95;4-1-4-1 (100.0%);0;1;27;4;624;570;18;6;73.19;1.76;4.23;Кубань;Локомотив
2;2016;Локомотив;Ростов;95;4-2-3-1 (92.24%);1;2;9;1;471;380;16;1;63.33;0.81;9.52;Ростов;Локомотив
2;2016;Локомотив;Спартак;96;4-2-3-1 (61.28%);0;2;14;6;498;432;23;10;62.69;0.94;7.83;Спартак;Локомотив
2;2016;Локомотив;Амкар;95;4-2-3-1 (100.0%);1;0;6;2;303;221;12;6;43.62;0.79;8.03;Локомотив;Амкар
2;2016;Локомотив;ЦСКА;95;4-2-3-1 (100.0%);1;1;5;2;252;198;5;2;34.79;0.63;15.71;Ничья;Ничья
2;2016;Локомотив;КС;93;4-2-3-1 (100.0%);0;0;7;0;496;408;24;3;56.91;0.27;12.8;Ничья;Ничья
2;2016;Локомотив;Рубин;94;4-2-3-1 (100.0%);1;0;13;6;467;389;26;10;53.99;1.06;5.55;Локомотив;Рубин
2;2016;Локомотив;Краснодар;95;4-2-3-1 (43.21%);2;1;9;6;267;192;6;1;35.32;0.55;8.93;Локомотив;Краснодар
2;2016;Локомотив;Уфа;94;4-2-3-1 (100.0%);2;0;10;4;584;487;16;3;63.8;1.85;4.89;Локомотив;Уфа
2;2016;Локомотив;Ахмат;95;4-2-3-1 (72.04%);1;2;8;3;402;331;13;3;42.5;1.18;12.59;Ахмат;Локомотив
1;2015;Локомотив;Урал;95;4-2-3-1 (74.72%);2;2;12;7;519;432;22;7;59.17;1.89;4.48;Ничья;Ничья
1;2015;Локомотив;Динамо;95;4-2-3-1 (100.0%);2;2;12;3;397;318;8;2;52.37;1.29;7.9;Ничья;Ничья
1;2015;Локомотив;Анжи;126;4-2-3-1 (100.0%);0;2;15;3;542;455;25;11;64.95;0.62;3.78;Анжи;Локомотив
1;2015;Локомотив;Зенит;95;4-2-3-1 (90.65%);2;0;11;3;354;303;9;2;42.44;1.52;11.7;Локомотив;Зенит
1;2015;Локомотив;Кубань;93;4-2-3-1 (100.0%);2;6;12;5;373;302;22;7;60.43;1.26;5.77;Кубань;Локомотив
1;2015;Локомотив;Ростов;94;4-2-3-1 (91.43%);0;2;19;3;545;462;23;13;68.04;1.55;6.41;Ростов;Локомотив
